Power,currentCPUFrequency,userTime1Sec,idleTime1Sec,systemTime1Sec,ioWaitTime1Sec,percentCPU,contextSwitches,interrupts,interruptsSoftware,numberOfProcesses,percentVirtualMemory,networkBytesSent,networkBytesReceived,networkConnections,systemCalls,cacheMemoryUsedBytes,sharedMemoryUsedByes,swapMemoryUsedBytes,swapMemoryOutBytes,swapMemoryInBytes,ioReadBytes,ioWriteBytes
95,1289.2325,0.572241957,30.82273598,0.483033135,0.052219798,3.4,8304.035851,4190.203653,8230.928133,458,4.9,890258058,1.12613E+12,11,8230.928133,2665857024,27705344,0,0,0,0,4096
92.2,1289.734438,0.718616147,30.13876118,0.497641681,0.580282538,4.5,8251.150594,5776.236586,5175.293833,462,5.2,890260666,1.12613E+12,11,5175.293833,2968723456,27762688,0,0,0,0,4096
99.2,1271.094969,1.189978977,29.93793263,0.511529425,0.283584734,5.3,9956.875377,5422.032416,7492.200971,462,5.3,890275582,1.12613E+12,11,7492.200971,2858774528,27762688,0,0,0,0,4096
115.4,1200.761094,1.646938539,29.03442848,0.619248891,0.623640727,6.2,11913.95339,7070.636535,7114.115713,463,5.4,890279328,1.12613E+12,11,7114.115713,3041673216,27762688,0,0,0,0,4096
93.3,1265.52325,1.591622765,29.45673751,0.71740188,0.136991314,7.8,14748.91745,7718.018522,11040.41839,464,5.5,890300355,1.12613E+12,12,11040.41839,2816471040,27795456,0,0,0,0,4096
115.4,1215.638344,4.355307917,26.88905887,0.495857087,0.085924694,14,60499.57691,10505.7259,15019.63648,465,4.9,890311673,1.12613E+12,12,15019.63648,2778501120,27795456,0,0,0,0,4096
104.4,1251.2355,0.950841078,30.54522191,0.444748246,0.002190878,4.3,6337.552964,4156.972031,4100.885553,465,5.1,890314613,1.12613E+12,12,4100.885553,2993131520,27795456,0,0,0,0,4096
108.8,1272.98,1.782347525,29.68167668,0.431884948,0.052615425,6.4,9719.60363,7241.855571,6286.008682,465,5.2,890323787,1.12613E+12,12,6286.008682,3015331840,27795456,0,0,0,0,4096
101.8,1327.613875,0.52984219,31.00117466,0.418106762,0,3.4,7076.456949,3762.239985,5357.713763,465,5,890325451,1.12613E+12,12,5357.713763,2872123392,27795456,0,0,0,0,4096
113,1235.199031,2.094585793,28.91646951,0.494329464,0.395102747,7.7,15938.51696,8774.347981,6623.293165,463,5.4,890344225,1.12613E+12,12,6623.293165,3112833024,27795456,0,0,0,0,4096
94.1,1282.115844,0.666961095,30.71311963,0.561651448,0,4.8,8196.381429,4642.180857,7611.03531,463,5.2,890347867,1.12613E+12,12,7611.03531,2873090048,27795456,0,0,0,0,12288
95.8,1242.783719,1.224700039,30.18345286,0.497084133,0.023413383,5.1,8462.857369,5821.467551,6205.627136,464,5.4,890360961,1.12613E+12,12,6205.627136,2998423552,27795456,0,0,0,0,12288
97,1281.626,0.692878344,30.80879059,0.428324795,0.010798104,4.1,7301.318035,4443.599793,5462.220943,464,5.2,890364415,1.12613E+12,12,5462.220943,2860310528,27795456,0,0,0,0,12288
101.6,1261.695844,1.673754865,29.79591173,0.445895325,0.021965287,6.3,9518.217789,7576.486424,5249.483926,464,5.6,890377245,1.12613E+12,12,5249.483926,3141730304,27795456,0,0,0,0,12288
77.3,1299.30575,0.426646363,30.98765351,0.507599775,0.021879301,3.4,7654.473332,3781.180738,7512.914257,463,5.2,890380719,1.12613E+12,12,7512.914257,2822635520,27795456,0,0,0,0,12288
100.3,1262.106438,0.810160785,30.65288337,0.484296113,0.003600715,4.6,6175.945678,5112.834693,4146.943002,464,5.5,890386317,1.12613E+12,13,4146.943002,3125223424,27795456,0,0,0,0,12288
82.6,1282.563187,0.792480615,30.56916781,0.563999191,0,5.3,10054.82937,5590.796357,9196.068555,465,5.2,890400909,1.12613E+12,13,9196.068555,2805612544,27795456,0,0,0,0,12288
96.9,1262.012906,2.043010045,29.65254678,0.209283956,0.009965903,7,13873.53309,5819.090564,4863.759134,465,5.2,890406609,1.12613E+12,13,4863.759134,2779598848,27795456,0,0,0,0,12288
115.2,1300.723781,1.633452055,29.77357357,0.525658773,0,7.2,8970.084585,8127.727262,5861.312535,465,5.6,890407753,1.12613E+12,13,5861.312535,3141287936,27795456,0,0,0,0,12288
100,1274.046375,0.71888885,30.65064014,0.517673142,0.057620862,4,7295.715752,4755.093044,6165.615162,464,5.6,890427807,1.12613E+12,13,6165.615162,3119439872,27795456,0,0,0,0,12288
100.1,1200.84725,1.97853898,29.29507107,0.595312614,0.041584337,7,14733.11173,7091.442644,11327.57339,464,5.3,890472911,1.12613E+12,13,11327.57339,2815471616,27795456,0,0,0,0,12288
94.9,1280.067906,0.883722902,30.57465698,0.475988961,0.023350402,4,5637.685106,5301.080082,4014.652557,464,5.6,890473677,1.12613E+12,13,4014.652557,3051167744,27795456,0,0,0,0,12288
99.4,1200.570469,0.981435561,30.52174555,0.433992606,0.001800799,4.1,8125.566126,5326.764018,7124.501854,464,5.7,890481601,1.12613E+12,13,7124.501854,2851176448,27795456,0,0,0,0,12288
104.1,1200.919937,1.109807701,30.35444456,0.472817482,0,4.3,8030.892493,5283.735363,5131.164166,464,5.6,890483245,1.12613E+12,13,5131.164166,2995453952,27795456,0,0,0,0,12288
95.4,1267.817438,1.477831542,29.95947676,0.486042374,0.021893801,5.8,8479.031103,6815.321194,6007.221013,463,5.7,890495241,1.12613E+12,13,6007.221013,3022082048,27795456,0,0,0,0,12288
97.6,1313.224844,0.797613282,30.6495957,0.495132398,0,4,7627.559609,4352.84395,6023.330639,463,5.5,890498999,1.12613E+12,13,6023.330639,2913349632,27795456,0,0,0,0,20480
108.6,1200.846031,1.199754007,30.17118607,0.558279693,0.004378664,4.8,9078.284606,7739.945875,7720.022953,463,5.7,890516153,1.12613E+12,13,7720.022953,2944954368,27795456,0,0,0,0,20480
91.8,1272.328906,1.280375425,30.19094504,0.439236852,0,6.2,13284.49898,6037.310535,7492.282609,463,5.3,890528535,1.12613E+12,13,7492.282609,2787323904,27795456,0,0,0,0,20480
89.4,1317.114844,1.430309132,30.19661443,0.29325835,0.001799131,5.6,10283.47288,4931.418026,4145.197787,463,5.4,890533541,1.12613E+12,13,4145.197787,2860302336,27795456,0,0,0,0,20480
96.9,1260.446438,1.53721,29.91274178,0.439972488,0.037711928,5.9,9415.94999,6610.541741,5444.884018,464,5.7,890572657,1.12613E+12,12,5444.884018,3073671168,27795456,0,0,0,0,20480
100.1,1252.342969,0.469785608,31.04717387,0.41323734,0.002174933,3.3,7614.224238,3870.293934,6320.356376,460,5.3,890573993,1.12613E+12,12,6320.356376,2807709696,27795456,0,0,0,0,20480
112.2,1334.495719,1.025255644,30.45189132,0.453270916,0.014389553,5.8,6922.813899,6074.190017,4366.869565,460,5.7,890574983,1.12613E+12,12,4366.869565,3144908800,27795456,0,0,0,0,20480
89.9,1301.875469,0.429156189,31.02314427,0.468660106,0.010773796,3.3,7510.772,3930.280614,7343.957732,460,5.3,890584861,1.12613E+12,12,7343.957732,2810744832,27795456,0,0,0,0,20480
102,1289.797938,0.656394386,30.80677653,0.448536164,0.043759626,4,5417.441668,4062.206058,3870.976494,460,5.6,890585627,1.12613E+12,12,3870.976494,3036229632,27795456,0,0,0,0,20480
102.4,1204.223063,1.107587941,30.35141182,0.46842652,0.004377818,4.5,8493.84238,5188.152049,6653.407715,461,5.7,890591973,1.12613E+12,12,6653.407715,2943451136,27795456,0,0,0,0,20480
100.5,1312.922594,0.794389485,30.61912123,0.52959299,0.001801337,4.1,7414.662124,4531.80287,5954.858863,462,5.6,890593309,1.12613E+12,12,5954.858863,2968879104,27795456,0,0,0,0,20480
102,1271.413062,1.154743758,30.40465495,0.361531924,0.017986663,4.7,7688.039319,5670.295476,5197.246242,450,5.7,890605085,1.12613E+12,12,5197.246242,2999132160,27795456,0,0,0,0,20480
78.4,1258.550125,1.007992126,30.44619353,0.485329542,0,4.5,8023.309873,4566.709424,5802.872316,451,5.5,890606463,1.12613E+12,12,5802.872316,2889162752,27795456,0,0,0,0,20480
103.2,1200.809312,1.052286236,30.30799844,0.531530249,0.037709916,4.5,8083.210342,4767.072132,6932.339611,452,5.7,890618825,1.12613E+12,12,6932.339611,2943586304,27795456,0,0,0,0,20480
83.3,1311.272875,1.112392703,30.45220023,0.361797627,0,5.5,11968.84148,5118.626422,6486.617448,455,5.3,890619843,1.12613E+12,12,6486.617448,2779357184,27795456,0,0,0,0,28672
106.4,1220.792406,1.535904925,30.04007021,0.336316418,0.010790901,5.5,10823.27382,5579.974965,4596.564177,458,5.5,890624579,1.12613E+12,12,4596.564177,2895699968,27795456,0,0,0,0,28672
101.7,1281.271063,1.61818703,29.84293581,0.448046409,0.026099791,6.3,9264.338246,6317.236867,5256.497869,455,5.7,890625909,1.12613E+12,12,5256.497869,3140984832,27795456,0,0,0,0,28672
93,1200.834969,0.590919655,30.75844898,0.590919655,0,3.3,7383.973466,4254.621514,7026.539139,457,5.5,890634963,1.12613E+12,12,7026.539139,2871590912,27795456,0,0,0,0,28672
103.9,1304.34825,0.876821231,30.51861358,0.523475362,0.03271721,5.2,5973.071991,5062.661091,4331.540503,457,5.7,890635729,1.12613E+12,12,4331.540503,3128401920,27795456,0,0,0,0,28672
95.6,1235.003813,0.737919857,30.68297118,0.507319901,0.01098095,3.7,7014.19178,4255.557459,7899.695608,461,5.7,890644827,1.12613E+12,12,7899.695608,2839638016,27795456,0,0,0,0,28672
112.6,1324.800281,1.085701385,30.33313057,0.521280466,0,5.1,7618.603889,5496.81264,5205.97409,463,5.7,890646337,1.12613E+12,12,5205.97409,3107901440,27795456,0,0,0,0,28672
103.5,1200.984063,0.806617932,30.70357923,0.429357875,0.007185906,3.5,6892.720893,5391.585161,7391.961702,463,5.7,890653729,1.12613E+12,12,7391.961702,2828550144,27795456,0,0,0,0,28672
101.3,1319.139844,1.089027687,30.41234805,0.439089008,0,4.6,7304.093483,5107.34422,4621.955233,462,5.6,890655065,1.12613E+12,12,4621.955233,2921783296,27795456,0,0,0,0,28672
107.3,1200.942469,1.257353675,30.16209789,0.482075515,0.025183049,4.9,8258.601136,6510.357878,6619.904143,462,5.7,890666987,1.12613E+12,12,6619.904143,2944561152,27795456,0,0,0,0,28672
95.2,1257.28025,0.703325832,30.75746393,0.476678633,0,3.7,7497.34544,4103.753332,5869.802696,463,5.5,890668323,1.12613E+12,12,5869.802696,2906423296,27795456,0,0,0,0,28672
92.8,1272.235063,1.243219847,30.19467463,0.434140264,0.059200945,5.1,8388.116134,7328.638479,5109.041563,463,5.7,890680503,1.12613E+12,12,5109.041563,3067985920,27795456,0,0,0,0,28672
77.9,1224.371563,0.936477096,30.57991563,0.400409599,0.004376061,4,11144.29624,5495.020042,6931.899736,463,5.4,890681563,1.12613E+12,12,6931.899736,2770800640,27795456,0,0,0,0,28672
103.7,1230.333594,2.006899483,29.61167576,0.299053244,0.007206102,6.7,12618.24538,6365.510442,5044.812048,459,5.4,890686161,1.12613E+12,12,5044.812048,2846400512,27795456,0,0,0,0,28672
101.3,1271.656531,1.650757388,29.84433286,0.44402151,0,6.3,8758.861407,6720.659444,4906.795767,459,5.7,890687665,1.12613E+12,12,4906.795767,3144478720,27795456,0,0,0,0,36864
79.6,1204.949313,0.441125154,31.03458114,0.47185029,0,2.6,7457.429228,3773.70499,5947.947232,459,5.4,890696199,1.12613E+12,12,5947.947232,2829377536,27795456,0,0,0,0,36864
114.2,1287.737687,1.452840997,29.93536568,0.507684215,0.057609556,6.6,8005.567964,6454.790721,5577.145137,459,5.7,890697147,1.12613E+12,12,5577.145137,3144810496,27795456,0,0,0,0,36864
93.9,1299.992,0.596400372,30.76597087,0.589193117,0,4.2,7606.897559,4084.171372,8374.470244,460,5.5,890706497,1.12613E+12,12,8374.470244,2874912768,27795456,0,0,0,0,36864
100.3,1256.105375,1.443447823,30.0443668,0.463573045,0.002197029,5.8,8562.699463,7635.992778,4829.288677,461,5.7,890707985,1.12613E+12,12,4829.288677,3142397952,27795456,0,0,0,0,36864
77.5,1234.139281,0.070185689,31.4826683,0.403567714,0,2.4,5122.458675,2967.100019,6440.414324,461,5.3,890712973,1.12613E+12,12,6440.414324,2807865344,27795456,0,0,0,0,36864
87.9,1243.062625,0.790368095,30.70553045,0.453696492,0,3.9,5362.620522,4329.740849,3709.869015,462,5.6,890714309,1.12613E+12,12,3709.869015,3043356672,27795456,0,0,0,0,36864
100.1,1254.823094,0.946130802,30.55318973,0.435292118,0.007194911,4.2,7739.745678,4681.548741,6206.869881,463,5.7,890725681,1.12613E+12,12,6206.869881,2910998528,27795456,0,0,0,0,36864
101.9,1252.449687,1.019811033,30.47177859,0.446440881,0,4.5,7706.357449,4700.322182,4528.092292,464,5.6,890727059,1.12613E+12,12,4528.092292,2924314624,27795456,0,0,0,0,36864
102.2,1257.042031,1.075261735,30.20880194,0.502026174,0.149539711,4.8,8135.850419,5352.097481,5284.448564,464,5.7,890739925,1.12613E+12,12,5284.448564,2954412032,27795456,0,0,0,0,36864
91.6,1282.934906,1.859586167,29.77132834,0.28360484,0,7.3,15399.56332,6016.012545,5627.043122,463,5.3,890740943,1.12613E+12,12,5627.043122,2793558016,27795456,0,0,0,0,36864
111.5,1281.822625,1.378615237,30.04809542,0.49032089,0.010993742,5.6,8148.341638,5351.753568,5139.354474,463,5.6,890745541,1.12613E+12,12,5139.354474,2990829568,27795456,0,0,0,0,36864
102.5,1212.862531,1.609471587,29.77303162,0.52845048,0.008770962,5.9,9938.377411,6531.735644,7776.554472,464,5.7,890755073,1.12613E+12,12,7776.554472,2946088960,27795456,0,0,0,0,36864
96.2,1344.54625,0.816696361,30.59829201,0.527711495,0,4.1,7513.786014,4658.759131,6139.941191,464,5.6,890762599,1.12613E+12,12,6139.941191,2926727168,27795456,0,0,0,0,36864
111.5,1269.361219,1.581663251,29.87366465,0.395415813,0.079083163,5.9,10065.52919,8396.215431,4861.857092,464,5.7,890771733,1.12613E+12,12,4861.857092,3120771072,27795456,0,0,0,0,45056
101.6,1256.663,0.624688067,30.80479331,0.510709893,0,3.4,7679.060259,4654.912448,7287.808259,464,5.5,890773061,1.12613E+12,12,7287.808259,2881998848,27795456,0,0,0,0,45056
110,1321.293281,0.893264089,30.64720929,0.385646143,0.028699248,4.9,6329.977853,5530.16569,3719.243151,465,5.7,890775761,1.12613E+12,12,3719.243151,3144310784,27795456,0,0,0,0,45056
77.5,1200.83525,0.661148449,30.70827374,0.55125729,0.007205978,3.6,7600.504923,4126.32295,7752.551051,465,5.4,890791533,1.12613E+12,12,7752.551051,2831335424,27795456,0,0,0,0,45056
102.4,1258.346531,0.933985715,30.51237716,0.511623877,0,4.4,5860.814793,5360.729667,4236.898837,465,5.7,890794503,1.12613E+12,12,4236.898837,3057958912,27795456,0,0,0,0,45056
100.4,1257.076781,0.916207513,30.51025018,0.511204192,0,4.3,7632.96259,5779.127389,7710.003222,466,5.7,890807043,1.12613E+12,12,7710.003222,2828779520,27795456,0,0,0,0,45056
109.4,1275.505656,1.1656634,30.21564773,0.540623549,0.026941373,5.4,6975.480657,6396.061531,4964.396976,466,5.7,890809227,1.12613E+12,12,4964.396976,3109507072,27795456,0,0,0,0,45056
92.2,1209.34925,0.908647036,30.51740333,0.516724579,0,4.2,6976.876575,4605.417288,8365.026504,463,5.7,890823629,1.12613E+12,12,8365.026504,2840100864,27795456,0,0,0,0,45056
101.3,1238.368781,1.93207238,29.81194276,0.184634903,0,6.6,12924.22342,5831.605495,4165.934904,465,5.4,890825137,1.12613E+12,12,4165.934904,2782969856,27795456,0,0,0,0,45056
108.6,1256.178313,1.497661096,29.97659478,0.44947812,0.00719165,5.6,9070.648252,5574.068061,5201.900178,465,5.6,890831505,1.12613E+12,12,5201.900178,3016990720,27795456,0,0,0,0,45056
101.1,1297.992125,1.134776438,30.28328762,0.506226968,0.005645654,5,8544.885395,5917.774438,6771.961876,466,5.6,890845601,1.12613E+12,13,6771.961876,2937847808,27795456,0,0,0,0,45056
105.4,1241.233031,1.599951256,29.77224365,0.552311941,0.006575142,5.9,9730.772038,8102.54767,8521.165054,466,5.7,890854655,1.12613E+12,13,8521.165054,2915827712,27795456,0,0,0,0,45056
85,1200.913187,0.526479966,31.00841218,0.400699769,0,2.7,6929.590402,4453.158017,4548.211909,465,5.5,890856427,1.12613E+12,13,4548.211909,2878382080,27795456,0,0,0,0,45056
105.2,1206.859656,1.532951715,29.82418735,0.573957273,0.001799239,6.1,8590.107244,7102.31643,6574.95945,465,5.7,890862965,1.12613E+12,13,6574.95945,2984136704,27795456,0,0,0,0,45056
93.4,1305.710469,0.418003201,31.12482473,0.382987226,0.024073483,3,7179.150263,3492.624651,5159.166208,465,5.4,890864437,1.12613E+12,13,5159.166208,2806276096,27795456,0,0,0,0,45056
113.1,1219.54625,1.752535803,29.64615008,0.486937357,0.050448465,6.2,8768.162544,7119.375106,5752.660389,465,5.7,890865799,1.12613E+12,13,5752.660389,3152007168,27795456,0,0,0,0,53248
97.1,1257.5835,0.62045684,30.60920409,0.593480455,0.100711835,3.8,8003.533547,4768.70538,8395.230647,465,5.4,890877783,1.12613E+12,13,8395.230647,2854445056,27795456,0,0,0,0,53248
110,1294.953719,1.295649446,30.170436,0.475729154,0,5.7,8221.345156,6357.670716,5053.032839,465,5.7,890879153,1.12613E+12,13,5053.032839,3151036416,27795456,0,0,0,0,53248
79.8,1204.842625,0.173408222,31.27494115,0.502664341,0,2.6,6850.063788,3946.463833,8636.387981,463,5.3,890892323,1.12613E+12,13,8636.387981,2815823872,27795456,0,0,0,0,53248
103.2,1301.773563,2.436960508,29.27769749,0.197834432,0.005395485,8.2,13859.38108,6405.339371,5309.156767,463,5.3,890897023,1.12613E+12,13,5309.156767,2786168832,27795456,0,0,0,0,53248
112.6,1263.881937,0.968984932,30.53471069,0.406290528,0.03775266,4.6,6627.209744,4838.452774,3879.894767,464,5.6,890897789,1.12613E+12,13,3879.894767,3047034880,27795456,0,0,0,0,53248
97.9,1252.863094,1.441487141,29.89824242,0.552899177,0.037298754,5.7,9807.597668,6472.211441,8948.190495,465,5.7,890907103,1.12613E+12,13,8948.190495,2876579840,27795456,0,0,0,0,53248
105.4,1274.304406,0.89392663,30.65737533,0.393112313,0,4,7195.570863,4482.198385,4024.644372,465,5.6,890910821,1.12613E+12,12,4024.644372,2973249536,27795456,0,0,0,0,53248
110.1,1257.151313,1.427822239,29.86752683,0.574720901,0.066452104,5.8,9156.201957,6365.213581,8164.449202,465,5.7,890919569,1.12613E+12,12,8164.449202,2865352704,27795456,0,0,0,0,53248
107.5,1256.874219,1.002246831,30.44900439,0.489061364,0,4.5,8016.00086,4399.578486,4526.778303,461,5.6,890921037,1.12613E+12,12,4526.778303,2994094080,27795456,0,0,0,0,53248
111.5,1212.47925,1.365873626,30.01408475,0.524829255,0.037330951,5.3,8670.442802,6850.229541,7256.258534,461,5.7,890927601,1.12613E+12,12,7256.258534,2948825088,27795456,0,0,0,0,53248
109.4,1259.357906,0.771248017,30.62087255,0.536831566,0.001789439,4.4,7761.868675,5528.828302,6606.786088,464,5.6,890928979,1.12613E+12,12,6606.786088,3032072192,27795456,0,0,0,0,53248
98.3,1242.765625,0.94551067,30.52648736,0.450243176,0.025213618,4.1,7821.084168,6014.528447,6030.016812,464,5.7,890940657,1.12613E+12,12,6030.016812,2876502016,27795456,0,0,0,0,53248
89.2,1224.42375,0.894830427,30.66372686,0.37883332,0,3.7,7473.684692,4049.379835,3735.862605,464,5.6,890941993,1.12613E+12,12,3735.862605,2905612288,27795456,0,0,0,0,53248
102.6,1258.561375,1.081213308,30.42843167,0.371779327,0.053881062,4.5,7633.330035,5634.342639,3951.637077,459,5.7,890954057,1.12613E+12,12,3951.637077,3100901376,27795456,0,0,0,0,61440
94.1,1240.399438,0.73882208,30.82739624,0.373905092,0,3.5,9809.436034,4677.408888,6407.978272,457,5.4,890955075,1.12613E+12,12,6407.978272,2783444992,27795456,0,0,0,0,61440
99.2,1257.201625,2.23020429,29.41399011,0.236035469,0.046324718,7.6,15330.83459,6326.191753,5255.428981,456,5.4,890959715,1.12613E+12,12,5255.428981,2790449152,27795456,0,0,0,0,61440
85.4,1303.045063,0.839839347,30.61356952,0.502149375,0.002192792,4.1,5598.198051,5038.378246,4141.964864,458,5.7,890960481,1.12613E+12,12,4141.964864,3068801024,27795456,0,0,0,0,61440
106,1245.409375,1.087746305,30.48382094,0.355402258,0.014359687,4.3,8615.991809,5771.337777,6670.97218,459,5.7,890969221,1.12613E+12,12,6670.97218,2876354560,27795456,0,0,0,0,61440
90.1,1314.092563,1.051235747,30.43785496,0.449283328,0,4.5,7866.165912,4902.640739,4405.375697,460,5.6,890970557,1.12613E+12,12,4405.375697,2957307904,27795456,0,0,0,0,61440
98.3,1289.3725,1.575253532,29.79435841,0.436963532,0.100501612,6,9788.857037,6959.955133,6082.313879,459,5.7,890979519,1.12613E+12,12,6082.313879,3036954624,27795456,0,0,0,0,61440
80,1320.145937,0.557752873,30.95618698,0.425986013,0,3.6,7026.06168,3763.297623,5233.851881,462,5.5,890980889,1.12613E+12,12,5233.851881,2876788736,27795456,0,0,0,0,61440
113.9,1262.546469,1.244175915,30.17891826,0.442933828,0.064819585,5.1,8612.00203,6505.72564,5644.525437,462,5.7,890987287,1.12613E+12,12,5644.525437,3019911168,27795456,0,0,0,0,61440
84.1,1229.004938,0.608512699,30.95315853,0.367734293,0,2.9,7786.554759,4223.909909,5369.139563,462,5.5,890988665,1.12613E+12,12,5369.139563,2845360128,27795456,0,0,0,0,61440
107.1,1275.071625,0.931030614,30.47149015,0.52041098,0.032937404,5.4,5914.240223,5763.167331,4393.630082,462,5.7,890989431,1.12613E+12,12,4393.630082,3144994816,27795456,0,0,0,0,61440
80.3,1200.727625,0.519880107,30.99852599,0.431734345,0.001798893,3,5628.916415,3656.610015,6599.599135,462,5.7,891001339,1.12613E+12,12,6599.599135,2826182656,27795456,0,0,0,0,61440
85,1254.696,1.056416557,30.42088418,0.471692166,0,4.6,6875.619775,4299.354543,4259.141155,461,5.6,891002717,1.12613E+12,12,4259.141155,2994499584,27795456,0,0,0,0,61440
112.8,1200.972156,1.155813765,30.2853853,0.453131533,0.030646577,4.4,8368.266783,6041.753772,6756.913539,462,5.7,891014511,1.12613E+12,12,6756.913539,2947260416,27795456,0,0,0,0,61440
104.3,1235.065344,1.577020456,29.97597606,0.377621774,0,6.1,13333.64502,6182.56754,6874.514486,462,5.5,891015529,1.12613E+12,12,6874.514486,2792968192,27795456,0,0,0,0,69632
103.3,1260.151469,1.525468488,29.9661015,0.451524281,0.007195606,5.9,9093.627068,5678.952205,4848.579264,463,5.6,891020127,1.12613E+12,12,4848.579264,2973503488,27795456,0,0,0,0,69632
103.1,1282.765062,1.640469463,29.82810942,0.41777289,0.032809389,6,9974.491793,6942.685497,6020.960388,464,5.7,891029043,1.12613E+12,12,6020.960388,3032363008,27795456,0,0,0,0,69632
96.3,1314.336719,0.572271914,30.92967732,0.43910172,0,3.6,6884.179183,4002.304204,5255.003825,463,5.5,891030421,1.12613E+12,12,5255.003825,2882932736,27795456,0,0,0,0,69632
110.5,1253.959594,1.384348516,30.07779215,0.426228909,0.041190189,5.5,8753.631452,5979.203611,5027.531164,459,5.8,891039285,1.12613E+12,12,5027.531164,3075821568,27795456,0,0,0,0,69632
98.8,1311.77,0.613292681,30.86395416,0.449017856,0.008761324,3.4,7880.153849,4086.062486,6510.977939,462,5.4,891040613,1.12613E+12,12,6510.977939,2827063296,27795456,0,0,0,0,69632
93.9,1257.152031,0.804485247,30.70891636,0.400044576,0.041762895,3.7,5585.23774,4627.768413,3467.858946,461,5.7,891041379,1.12613E+12,12,3467.858946,3077496832,27795456,0,0,0,0,69632
103,1237.758625,0.992803347,30.55527978,0.383787864,0.012612747,4.1,7835.038246,5063.657433,6577.907765,461,5.7,891046721,1.12613E+12,12,6577.907765,2870628352,27795456,0,0,0,0,69632
80.7,1312.312594,0.994315858,30.45159741,0.49266283,0,4.9,7260.3038,4951.441246,4417.243703,461,5.6,891048099,1.12613E+12,12,4417.243703,3015131136,27795456,0,0,0,0,69632
104.7,1200.988031,1.285965052,30.11264922,0.493757912,0.043889592,4.9,8322.344477,5221.983682,6191.94367,461,5.8,891060497,1.12613E+12,12,6191.94367,2949111808,27795456,0,0,0,0,69632
103,1285.182781,0.91277885,30.4511666,0.570711825,0.001800353,4.5,7629.534931,5262.251085,6637.54056,461,5.6,891061875,1.12613E+12,12,6637.54056,2951491584,27795456,0,0,0,0,69632
101.1,1213.499406,1.056589948,30.41392362,0.465188066,0,4.4,8027.559328,5645.183392,6318.984866,461,5.7,891075613,1.12613E+12,12,6318.984866,2949943296,27795456,0,0,0,0,69632
90.5,1264.445594,1.763978902,29.79845055,0.345948876,0,7.1,15180.12855,6499.5145,7236.457678,461,5.3,891076631,1.12613E+12,12,7236.457678,2784120832,27795456,0,0,0,0,69632
109.4,1256.957281,1.238275558,30.19419887,0.484352032,0.019724743,5.1,8111.69114,5410.935442,5030.905385,463,5.6,891081373,1.12613E+12,12,5030.905385,2990981120,27795456,0,0,0,0,69632
103.8,1204.698094,1.47776743,29.98373916,0.464389765,0.007199841,5.4,8898.643874,6830.849448,6780.990547,463,5.8,891090019,1.12613E+12,12,6780.990547,2950361088,27795456,0,0,0,0,69632
101.6,1280.6965,0.880031228,30.47175613,0.58488783,0,4.4,7847.215061,4521.812807,6757.164111,461,5.6,891091355,1.12613E+12,12,6757.164111,3007864832,27795456,0,0,0,0,77824
116.2,1200.990531,1.486273345,29.92275982,0.50857731,0.010960718,5.5,9988.282993,6040.67084,8026.095277,462,5.8,891100379,1.12613E+12,12,8026.095277,2928107520,27795456,0,0,0,0,77824
104.1,1243.963344,0.943293676,30.37585312,0.610894952,0,5,7506.102212,4987.777609,6379.719725,463,5.6,891101707,1.12613E+12,12,6379.719725,3012460544,27795456,0,0,0,0,77824
105.3,1236.159625,0.983936072,30.48579951,0.416280646,0.066676987,4.3,7729.484618,5184.946643,5817.837391,464,5.8,891109049,1.12613E+12,12,5817.837391,2948268032,27795456,0,0,0,0,77824
111.3,1293.599844,1.094637199,30.36905287,0.469443608,0,4.7,7912.976562,5296.157494,5552.815916,464,5.6,891110451,1.12613E+12,12,5552.815916,2926485504,27795456,0,0,0,0,77824
105,1238.55175,1.41921383,30.0360046,0.449673625,0.035096478,5.5,8463.07697,6380.759058,5951.046555,464,5.8,891122153,1.12613E+12,12,5951.046555,3022811136,27795456,0,0,0,0,77824
94.6,1288.664313,0.833482681,30.60991973,0.502593634,0.001788589,4.1,7590.058161,5017.887683,6088.179606,464,5.6,891123489,1.12613E+12,12,6088.179606,2922782720,27795456,0,0,0,0,77824
102,1255.58075,1.310500047,30.03832938,0.550980757,0.030731994,5.3,8911.180804,6795.28299,7836.219543,464,5.7,891135691,1.12613E+12,12,7836.219543,2942545920,27795456,0,0,0,0,77824
84.4,1217.855969,0.983952608,30.63591108,0.297372344,0.004373123,4,10739.29607,5155.255695,5036.525414,464,5.5,891136751,1.12613E+12,12,5036.525414,2792841216,27795456,0,0,0,0,77824
106.6,1200.763406,1.895309442,29.72017997,0.309585208,0.001799914,6.2,12413.82687,5640.930476,4963.082864,464,5.5,891141451,1.12613E+12,12,4963.082864,2860670976,27795456,0,0,0,0,86016
85.4,1232.574875,0.714275048,30.7767984,0.421008466,0.044979537,3.4,5136.843045,4855.091225,3719.627793,464,5.7,891142217,1.12613E+12,12,3719.627793,3106136064,27795456,0,0,0,0,86016
96.4,1229.572469,1.428662346,29.91193207,0.572781678,0.013167395,5.8,10040.57752,7477.763562,9515.198466,463,5.8,891151349,1.12613E+12,12,9515.198466,2831118336,27795456,0,0,0,0,86016
